asn	country	institution
136738	BD	DPDC-AS-AP Dhaka Power Distribution Company Limited
136740	NP	SCTPL-AS-AP Sky Cable T.V. Pvt. Ltd
136741	AU	CW-AS-AP Channel Wireless Pty Ltd
136742	TH	NETONE-AS-AP NetONE Network Solution Co.,Ltd.
136743	HK	IKTCL-HK Internet Keeper Global (Group) Co., Limited
136745	BD	DIGISOFT-AS-AP Sheikh Sadeque Ali t/a DIGISOFT
136747	HK	DEACL-AS dwell Electric Appliance Co., Ltd.
136748	LA	ETERNLAOSCOMMUNICATIONTECHNOLOGYSOLECOLTD-AS-AP Etern Laos Communication Technology Sole Co .,Ltd
136749	MY	KS-AS-AP KS IT SOLUTIONS SDN BHD
136751	MY	TMSB-AS-AP Teleperformance Malaysia Sdn Bhd
136752	MM	GTTCL-MANDALAY-AS-AP Golden TMH Telecom Co. Ltd
136753	AU	ASC-AS-AP Anglican Schools Corporation
136754	AU	NOCNETWORK-AS Dean Walsh T/A NOC Network
136755	CN	CMNET-SNIDC-CN Shaanxi Mobile Communication Company Limited
136756	TW	CXICL-AS-AP Chen Xiang International Co., Ltd.
136757	AU	FTPL-AS01-AP Fourier Technologies Pty Ltd
136758	CN	SZCO-AS-AP ShenZhen Century-One Limited
136759	BD	COSMOPOLITAN1-AS-AP Cosmopolitan Communications Limited
136760	AU	CREATIVE-AS-AP Creative Networks
136761	NZ	II-AS-AP II Limited
136762	NP	SUBISUCABLENET-AS-AP Subisu Cablenet
136763	NP	UCPL-AS-AP Unified Communication Private Limited
136764	KH	FASTCDN-AS-AP Fast CDN
136765	BD	DESH1-AS-AP Desh Online
136767	DE	BMW-AG-AS-AP BMW AG (Bayerische Motoren Werke Aktiengesellschaft)
136768	AU	BAGPL-AS-AP BMP Australia Group Pty Ltd
136769	JP	WINGTECJAPANGK-AS-AP WingTecJapan G.K
136770	AU	LKGPL-AS-AP Liquid Knowledge Group (LKG) Pty Ltd
136772	AU	DSAPAC-AS-AP DASSAULT SYSTEMES AUSTRALIA PTY LTD
136773	PH	BDOUNIBANKINC-AS-AP BDO Unibank Inc
136774	AU	CEWA-AS-AP Western Australian Electoral Commission
136775	AU	STEPFWDIT-AS-AP StepFWD IT
136776	NP	CLASSIC-AS-AP Classic Tech Transit
136777	PH	M2CPI-AS-AP 247 Customer Philippiness inc
136778	HK	AIJIASU-AS-AP HONGKONG AI JIA SU NETWORK CO.,LIMITED
136779	JP	SCHNEIDER-AS-JP Schneider Electric Japan Ltd
136780	MM	MIHL-AS-AP MYANMAR INFORMATION HIGHWAY LIMITED
136781	TH	DEDE-AS-AP Department of Alternative Energy Development and Efficiency
136782	CN	PINGTAN-AS-AP Kirin Networks
136783	MM	NETCORE-AS-AP Spectrum Life Company Limited
136784	AU	VALVENETWORKS-AS-AP Valve Networks Pty Ltd
136785	SG	TTPL-AS-AP TOFFS TECHNOLOGIES PTE LTD
136786	MM	I-BEAM-AS-AP Information Beam Company Limited
136787	PA	TEFINCOMSA-AS-AP TEFINCOM S.A.
136788	AU	PACPL-AS-AP Pier Alpha Connect Pty Ltd
136789	CN	CLOUD-CN Shenzhen YiDeQin technology co., LTD.
136791	BD	STARGATE-AS-AP Stargate Communications Ltd.
136792	AU	MIMECAST-AS-AP Mimecast Australia Pty Ltd
136793	MO	MCN-AS-AP MACAU COMMUNICATION NETWORKS COMPANY LIMITED
136794	NP	ADBL-AS-AP Agricultural Development Bank Ltd
136795	NZ	NOVAENERGYLTD-AS-AP Nova Energy LTD
136796	JP	CL-JP-AS CORELINK JAPAN
136797	NZ	TURBOITLIMITED-AS-AP Turbo I.T Limited
136798	HK	WUZHOUHULIAN-AS-AP WUZHOUHULIAN INTERNATIONAL CO., LIMITED
136799	AU	ONPLATINUM-AS-AP onPlatinum
136800	US	XIAOZHIYUN1-AS-AP ICIDC NETWORK
136801	IN	DATAVAIL-IN-HYD Datavail Infotech Pvt Ltd
136802	PG	LHL-AS-AP LBP Holdings Limited
136803	PH	TELMARCCORPORATION-AS-AP TELMARC CORPORATION
136804	AU	WIRELESSINNOVATION-AS-AP Wireless Innovation Pty Ltd
136805	AU	NGVPL-AS-AP Next Generation Voice PTY LTD
136806	US	TII-AS-IN Texas Instruments, Inc
136807	IN	VIJAYABANK-IN-AS VIJAYA BANK LIMITED
136808	BD	OBL-AS-AP One Bank Limited
136809	CN	WANGCHI-AS-AP Nanning Guangxi network Chi Mdt InfoTech Ltd
136810	AU	SCCSPL-AS-AP SOUTHERN CROSS COMPUTER SYSTEMS PTY. LTD.
136811	AU	COLO-AS-AP Colocation Australia Pty Ltd
136812	AU	FDX-AS-AP Fone Dynamics Pty Ltd
136813	BD	NBB-AS-AP NCC Bank, Bangladesh
136814	IN	BMC-AS-AP BMC Software India Pvt. Ltd.
136815	BD	JBCP-AS-AP Md. Moniruzzaman (Rocky) trading as Jhenaidah Broadband & Cyber Point
136816	TW	TWNDC-AS-AP Sheng You Co., Ltd.
136817	SG	SONY-GLOBAL-AS-AP Sony Electronics (S) Pte. Ltd
136818	AU	NTSP-AS-AP Netlogyx Technology Specialists Pty Ltd
136819	AU	GTNI-AS-AP Global Traffic Network Inc
136820	ID	TESOLCITYNET-AS-ID PT. LISAR INTERNATIONAL NETWORKING
136821	ID	IDNIC-3MEDIA-AS-ID PT TRIMEDIA SETIYA DATA
136822	ID	IDNIC-POLITANIPYK-AS-ID Politeknik Pertanian Negeri Payakumbuh
136823	ID	ADPNET-AS-ID PT. Arka Data Primatama
136824	ID	RACKH-AS-ID PT RACKH LINTAS ASIA
136825	ID	IDNIC-ISC-AS-ID PT Indonesia Super Corridor
136826	ID	IDNIC-TITIKTM-AS-ID PT TITIK TERANG MAKMUR
136827	ID	IDNIC-UPGRIS-AS-ID Universitas PGRI Semarang
136828	ID	IDNIC-BINADARMA-AS-ID Universitas Bina Darma Palembang
136829	ID	IDNIC-DINKOMINFO-PKL-KOTA-AS-ID Dinas Kominfo Kota Pekalongan
136830	ID	IDNIC-MANULIFE-AS-ID PT ASURANSI JIWA MANULIFE INDONESIA
136831	ID	IDNIC-KUKAR-AS-ID DINAS KOMUNIKASI DAN INFORMATIKA KUTAI KARTANEGARA
136832	ID	IDNIC-DOCOTEL-AS-ID PT. Docotel Teknologi
136833	ID	IDNIC-UNIMUS-AS-ID UNIVERSITAS MUHAMMADIYAH SEMARANG
136834	ID	IDNIC-POLIPANGKEP-AS-ID POLITANI Pangkep
136835	ID	IDNIC-GIN-AS-ID PT. GLobal Intermedia Nusantara
136836	ID	IDNIC-BIOTROP-AS-ID PT Seameo Biotrop
136837	ID	IDNIC-UMP-AS-ID Universitas Muhammadiyah Palembang
136838	ID	BITEK-NAP-AS-ID PT BIT TEKNOLOGI NUSANTARA
136839	ID	IDNIC-STMIK-AKAKOM-AS-ID STMIK AKAKOM
136840	ID	GRAHA-AS-ID PT. Graha Lintas Nusantara
136841	ID	MTMBALI-AS-ID PT MITRA TELEMEDIA MANUNGGAL
136842	ID	IDNIC-PEMPROV-PAPUA-AS-ID PEMERINTAH PROVINSI PAPUA
136843	ID	IDNIC-DISKOMINFOSMG-AS-ID Dinas Komunikasi dan Informatika Pemerintah Kota Semarang
136844	ID	IDNIC-VERBIND-AS-ID PT. VERBIND INTERNET SOLUSINDO
136845	ID	IDNIC-PTAMI-AS-ID PT Apik Media Inovasi
136846	ID	PTHCM-AS-ID PT Haviest Cipta Mandiri
136847	ID	IDNIC-ALIFTAMA-ID PT. Alif Investama Teknologi Indonesia
136848	ID	IDNIC-INTERNUSA-AS-ID PT Internusa Hasta Buana
136849	ID	IDNIC-DISPENDABATAM-AS-ID Kantor Dispenda Kota Batam
136850	ID	RUMTEK-AS-ID PT. RUMAH TEKNOLOGI
136851	ID	IDNIC-COLO-AS-ID PT ARDETAMEDIA GLOBAL KOMPUTINDO
136852	ID	IDNIC-DIGINETMEDIA-AS-ID PT Diginet Media
136853	ID	IDNIC-UMMGL-AS-ID Universitas Muhammadiyah Magelang
136854	ID	PRB-AS-ID PT. PALAPA RING BARAT
136855	ID	IDNIC-PERKALESMAN-AS-ID PT.PERSADA KARYA LESTARI MANDIRI
136856	ID	IDNIC-BERSAMANET-AS-ID PT. Tower Bersama
136857	ID	IDNIC-INHEALTH-AS-ID PT. ASURANSI JIWA INHEALTH INDONESIA
136858	ID	IDNIC-ELEVENIA-AS-ID PT XL Planet
136859	ID	IDNIC-MAX-AS-ID PT Max Internet Indonesia
136860	ID	IDNIC-HERBALNUSANTARA-AS-ID PT Mega Medica Pharmaceuticals
136861	ID	ARTAMEDIANET-AS-ID PT. ARTAMEDIA CITRA TELEMATIKA INDONESIA
136862	ID	IDNIC-KOMINFO-SERANG-KOTA-AS-ID DINAS KOMUNIKASI DAN INFORMATIKA KOTA SERANG
136863	ID	IDNIC-DENSUS-88-AS-ID Detasemen Khusus 88 - Kepolisian Negara Republik Indonesia
136864	ID	IDNIC-KIK-AS-ID PT Kalla Inti Karsa
136865	ID	GLOBALMEDIANET-AS-ID PT. GLOBAL MEDIA REMBANG
136866	ID	IDNIC-ISI-SKA-AS-ID Institut Seni Indonesia Surakarta
136867	ID	IDNIC-TELKOMTELSTRA-AS-ID PT. Teltranet Aplikasi Solusi (Telkomtelstra)
136868	ID	IDNIC-TERASYS-AS-ID PT. Terasys Virtual
136869	ID	LMB-AS-ID PT. LIMA MENARA BINTANG
136870	ID	IDNIC-MCOM-AS-ID PT Global Mediacom Tbk
136871	ID	IDNIC-ITENAS-AS-ID Institut Teknologi Nasional
136872	ID	IDNIC-GDN-AS-ID PT Global Digital Niaga
136873	ID	MEGADATA-AS-ID PT. MEGA ARTHA LINTAS DATA
136874	ID	GARUDA-AS-ID PT. Garuda Media Telematika
136875	ID	IDNIC-SI-PRIMA-AS-ID PT Solusi Inforindo Prima
136876	ID	IDNIC-PEMKAB-BANYUMAS-AS-ID PEMERINTAH KABUPATEN BANYUMAS
136877	ID	IDNIC-VISIONET-AS-ID PT Visionet Data Internasional
136878	ID	IDNIC-ISN-AS-ID PT. InfoMedia Solusi Net
136879	ID	JARINDO-AS-ID PT. Media Jaringan Indonesia
136880	ID	SMSNET-AS-ID PT. Sumatra Multimedia Solusi
136881	ID	IDNIC-PNM-AS-ID PT Permodalan Nasional Madani
136882	ID	IDNIC-DKISCRB-AS-ID Dinas Komunikasi Informatika dan Statistik Kota Cirebon
136883	ID	IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya
136884	ID	IDNIC-JATIM-AS-ID Dinas Komunikasi dan Informatika Provinsi jawa timur
136885	ID	BIMATEK-AS-ID PT BINTANG MATARAM TEKNOLOGI
136886	ID	IDNIC-IAIN-TULUNGAGUNG-AS-ID INSTITUT AGAMA ISLAM NEGERI TULUNGAGUNG
136887	ID	METRASAT-AS-ID PT METRASAT
136888	ID	IDNIC-PETRO1-INDONESIA-AS-ID PT Petro One Indonesia
136889	ID	IDNIC-DIKOMINFOKABSIDOARJO-AS-ID DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN SIDOARJO
136890	IN	TAALTECH-AS-AP TAAL Tech
136891	CN	BYNTCL-AS-AP Beijing Yufei Network Technology Co., Ltd.
136892	SG	BGC-AS-AP BGC Limited
136893	AU	EMERGINGIT-AS-AP EMERGING I.T. PTY LTD
136894	IN	TASECLIMITED-AS-AP TASEC Limited
136895	AU	YHA-AS-AP YHA Ltd
136896	HK	CLOUDDATA-AS-AP CLOUD DATA NETWORK LIMITED
136897	HK	ENJOYVC-AS-AP Enjoyvc Cloud Group Limited.
136898	AU	CERNER-AS-AP CERNER CORPORATION PTY LIMITED
136899	US	PHOENIXNAP-AS-SG3 PhoenixNAP
136900	AU	IQNETNSW-AS-AP IQ NET (NSW) PTY LTD
136901	BD	BTRC-AS-AP Bangladesh Telecommunication Regulatory Commission (BTRC)
136902	IN	ALEGRA-AS-IN Alegra Communication Private Limited
136903	BD	PITSL-AS-AP Planet Information Technology Solution Ltd.
136904	SG	HONEYWELLPTELTD-AS-AP Honeywell Pte Ltd
136905	NP	ETPL-AS-AP Eastlink Technology Pvt Ltd
136907	HK	HWCLOUDS-AS-AP HUAWEI CLOUDS
136908	NP	SBPL-AS-AP Sky Broadband Pvt. Ltd
136909	BD	MBL-AS-AP MJL Bangladesh Limited
136910	BD	TECHNO1-AS-AP MD. JAKIR HOSSAIN T/A Techno One Line
136911	BD	AUFW-AS-AP Asian University for Women
136912	AU	KINGS-AS-AP THE COUNCIL OF THE KING'S SCHOOL
136913	AU	POSITIONPARTNERS-AS-AP Position Partners Pty Ltd
136914	MY	LIGHTCLOUD-AS-AP LIGHT CLOUD (HK) LIMITED
136915	US	OR-AS-AP Outer Rim Entertainment
136916	AU	ADELAIDECLOUD-AS-AP Adelaide Cloud Pty Ltd
136917	BD	IFRA-AS-AP IFRA NETWORK
136918	MY	ABSSB-AS-AP AXIATA BUSINESS SERVICES SDN. BHD.
136919	MM	FACE24COLTD-AS-AP FACE24 Co.,Ltd
136920	TL	GARDAMORLDA-AS-AP Gardamor, Lda
136921	FJ	FNU-AS-AP Fiji National University
136922	AU	AWPL-AS-AP WELLS RESEARCH PTY LTD T/A Anttel Wholesale
136923	CN	WIT-AS-AP WitLayer Technologies Inc
136924	AU	SDASPD-AS-AP SEVENTH-DAY ADVENTIST CHURCH (SPD) LIMITED
136925	AU	AUSTRALIAN3-AS-AP SCS Super Pty. Limited
136926	IN	KNOAH-AS-AP Knoah Solutions Pvt. Ltd.
136927	HK	FNETLINKLTD-AS-AP FNETLINK Co., Ltd.
136928	AU	DOFWA-AS-AP Department of Finance (ServiceNet)
136930	AU	TPL-AS-AP Teletechnique Pty Ltd
136931	AU	CSL-AS-AP CSL Limited
136932	IN	HAVELLS-AS-AP Havells India Limited
136933	HK	GIGABITBANK-AS-AP Gigabitbank Global
136934	LK	BOC-AS-AP Bank Of Ceylon
136935	BD	SRL-AS-AP System Resources Ltd.
136936	MN	ARIGBANKLLC-AS-AP ArigBank LLC
136937	BD	CUET-AS-AP Chittagong University of Engineering & Technology
136938	ID	CORPNET-ID-AS PT. Cemerlang Multimedia
136939	AU	DJCSYSTEMSPTYLTD-AS-AP DJC Systems PTY LTD
136940	PG	COMSATLTD-AS-AP ComSat Ltd
136941	BD	UMS-AS-AP Unicom Multi System
136942	TL	ELITECOMPUTERDILI-AS-AP Elite Computer, LDA
136943	AU	KAILISBROSPTYLTD-AS-AP Kailis Bros PTY LTD
136944	IN	LYRA-NETWORK-AS-AP LYRA NETWORK PRIVATE LIMITED
136946	IN	WEEBO-AS-AP Weebo networks Pvt Ltd
136947	TH	ISSP-DOF-AS-AP DEPARTMENT OF FISHERIES Kaset-Klang,Ministry of Agriculture and Cooperatives
136948	BD	ICCFENI-AS-AP ICC-FENI
136949	VU	EBS-AS-AP Engineering Business Services Limited
136950	HK	HIITL-AS-AP Hong Kong FireLine Network LTD
136951	AU	HPS-AS-AP Hospharm Pty Ltd
136952	MM	NETCORE-AS-AP Spectrum Life Company Limited
136953	NZ	VOIPHQ-AS-AP VOIP HQ LIMITED
136954	AU	SEPL-AS-AP Shahin Enterprises Pty Ltd
136955	PH	SHMJSWZXYXGS-CN 2nd floor Telecoms Plaza Bldg
136956	IN	ANATPL-AS-AP Assistive Networks and technologies Pvt Ltd
136957	MY	CMEASIASDNBHD-AS-AP CME Asia Sdn. Bhd
136958	CN	UNICOM-GUANGZHOU-IDC China Unicom Guangdong IP network
136959	CN	UNICOM-FUOSHAN-IDC China Unicom Guangdong IP network
136960	NZ	CLL-AS-AP Crombie Lockwood (NZ) Limited
136961	PH	APOLLOGLOBAL-AS-AP Apollo Global Corporation
136962	HK	EGIX-AS-AP Egixnet Networks Limited
136963	PH	QIPHI-AS-AP QuintilesIMS
136964	HK	RSL-AS-AP RAPIDNET SOLUTIONS LIMITED
136965	NZ	ITLIVELTD-AS-AP IT Live Ltd
136966	AU	BCOMM-AS-AP Bottle Communications Pty Ltd
136967	KH	BEE-UNION-AS-AP BEE UNION(CAMBODIA) TELECOM., LTD
136968	SG	SINGAREN-GIX-AS-AP SingAREN
136969	PK	KKNETWROK-AS-AP KK Networks (Pvt) Ltd.
136970	HK	YISUCLOUDLTD-AS-AP YISU CLOUD LTD
136971	AU	CITYOFWERRI-AS-AP Wyndham City Council
136972	AU	MYPORT1-AS-AP Gigafy
136973	NL	BIZCAP-AS-AP BizCap Investment Funds BV
136974	PK	TCSPVTLTD-AS-AP Technology Communications & Supplies (Private) Limited
136975	MM	GNET-AS-AP Global Technology
136976	AU	WCL-AS-AP WHITEHAVEN COAL LIMITED
136978	MY	JNI-AS-AP JNI SYSTEM SDN BHD
136979	NP	STARGATE-AS-AP Stargate Communications Ltd.
136980	NZ	COOPERATIVEBANK-AS-AP THE CO-OPERATIVE BANK LIMITED
136981	AU	JGTS-AS-AP Jupiter Group Technology Solutions Pty Ltd
136982	PH	INS-AS-AP Integranet Network Services
136983	MY	HAITS-AS-AP HILTI ASIA IT SERVICES SDN. BHD.
136984	NZ	TRUSTPOWERLTD-AS-AP TrustPower Ltd
136987	IN	VISPL-AS-AP Vodafone India Services Private Ltd
136988	AU	LEASEWEB-AS-AP LEASEWEB AUSTRALIA PTY LIMITED
136989	AU	CHOPL-AS-AP Coates Hire Operations Pty Limited
136990	NZ	IRD-NZ-AS-CLOUD-AP Inland Revenue Department
136991	SG	NUBELA-AS-AP Nubela Pte Ltd
136993	HK	CVTL-AS-AP CLOUD VALLEY TECHNOLOGY LIMITED
136994	AU	SOUTHERNPHONE-AS-AP Southern Phone Company Ltd
136995	TH	AWN-CO-LTD-AS-AP ADVANCED WIRELESS NETWORK COMPANY LIMITED
136996	VU	PACIFICNETWORKS-AS-AP Pacific Networks
136997	AU	UBRPTYLTD-AS-AP U.B.R Pty Ltd
136998	KH	AAC-AS-AP POIPETINTERNET DOT COM
136999	BD	SKYLINK-AS-AP SkyLink Broadband Internet
137001	JP	OSOA-AS-AP OSOA Co.,LTD.
137002	ID	FWDL-ID PT. FWD Life Indonesia
137003	SG	INSEAD1-AS-AP INSEAD
137004	IN	NETBEATS-AS-AP Netbeats Infoway Pvt. Ltd.
137005	MY	UMK-AS-AP Universiti Malaysia Kelantan
137006	AU	HAMBSSYSTEMSLTD-AS-AP HAMBS Systems Ltd
137007	AF	PROLINK-AS-AP Prolink Telecommunication & ICT Services Company
137008	JP	OPENTEXT-AS-AP-JP-TOK 1120 Shimokuzawa Chuo-ku Sagamihara-shi Kanagawa-ken
137009	AU	LNH-AS-AP Loreto Normanhurst Limited
137010	HK	DEAMWORK-AS-AP Deamwork Technology
137011	NP	HIPL-AS-AP Highland International Pvt Ltd
137012	AU	SATCOM-AS-AP Satcom Direct Australia Pty Ltd.
137013	BD	MIL-AS-AP Manor IT Ltd
137014	PK	INTERWOOD-AS-AP Interwood Mobel Pvt Ltd
137015	TW	MOZILLA-AS-AP MOZ 2008 Corporation
137016	AU	ENEE-AS-AP Enee Solutions Pty Ltd
137017	CN	SQITC-CN BLUE SKY DATA CENTER LLC
137019	ID	IDNEU-IX Indonesia NeuCentrIX
137020	BD	FCN-AS-AP Fast Cyber Network
137021	AU	NLRS-AS-AP The Trustee for Australian Registry Investments Trust
137023	BD	ASIAN-AS-AP ASIAN CITY ONLINE BD LTD.
137024	AU	ACC1-AS-AP Australian Crime Commission
137025	AU	PBPLPN-AS-AP Port of Brisbane Pty Ltd
137026	AU	VETTRAK-AS-AP VETtrak Pty Ltd
137027	IN	TIPL-AS-AP TI Infotech Pvt. Ltd.
137028	NZ	LATTE-SOL-AS-AP Latte Solutions Limited
137029	BD	CMCL-AS-AP Chittagong multi channel limited
137030	BD	IPLINKNETWORK-AS-AP Jahirul Islam Kamal t/a IP LINK NETWORK
137031	PK	COLLECTION-AS-AP Collection Cable Network Tv (Pvt) Ltd
137032	AU	IRIS-AS-AP Iris Communications Pty Ltd
137034	BD	SAONLINE-AS-AP SA Online
137035	IN	PWCS-AS-AP Parallel Web Cloud Services
137036	AU	BETHANIE-AS-AP The Bethanie Group Inc
137037	AU	MINT-AS-AP Mint Telecom Pty Ltd
137038	BD	ZUBAIRITEXPERT-AS-AP MD ZUBAIR ISLAM t/a ZUBAIR IT EXPERT
137039	AF	ZT-AS-AP Zohak Technology (Z-Tech)
137040	AF	NZSPL-AS-AP Network Zone Solution Provider Ltd
137041	BD	SERVER-GROUP-AS-AP HiFiServer Technologies Datacenter (Server Group)
137042	AU	READIITELPTYLTD-AS-AP Readiitel Pty Ltd
137043	IN	HOST2-AS-AP HOSTDARE LLC
137044	AU	VATCTMR-AS-AP VICTORIA AMATEUR TURF CLUB (INCORPORATING) THE MELBOURNE RACING
137045	BD	ATHOYCYBERNET-AS-AP Athoy Cyber Net
137046	HK	PCCW-BIA-AS-AP PCCW IMS Ltd (PCCW Business Internet Access)
137047	PK	TATMPL-AS-AP TELECOMMUNICATION AND TECHNOLOGY MASTERS (PVT.) LIMITED
137048	BD	X-LINKBD-AS-AP X-LINK LIMITED
137049	BD	CLOUDWELLLIMITED-AS-AP Mohammad Faizul Hamid t/a CloudWell Limited
137050	MY	STRATEQ-AS-AP strateq data centre sdn bhd
137051	NZ	GCL-AS-AP Gen2 Consulting Limited
137052	NZ	NZXLIMITED-AS-AP NZX Limited
137053	TH	TOT-KTB-AS-AP KrungThai Bank Computer Services Project
137054	AU	THORN-AS-AP Thorn Australia T/A Radio Rentals
137055	HK	BYTEJET-AS-AP Hongkong Bytejet Group Co.,Limited
137056	MV	TREETOP-AS-AP Tree Top Health Pvt. Ltd.
137057	AU	AACO-AS-AP A.A. Company Pty Ltd
137058	TH	AEROTHAI-AS-AP Aeronautical Radio of Thailand Ltd.
137059	BD	EASYNET1-AS-AP Easy Net
137060	AU	CLUBGROUP-AS-AP The Club Group
137061	SG	FLEX-SGF Flex Ltd.
137062	AU	ACGPL-AS-AP Ace Communications Group Pty Ltd
137063	AU	LFSAHNPL-AS-AP LATITUDE FINANCIAL SERVICES AUSTRALIA HOLDINGS PTY LTD
137064	PG	ISC-AS-POM1 For use by ISC/F-Root exclusively for announcements at POM1/PNGIXP.
137065	HK	ADELLOGROUP-AS-AP Adello Group AG
137066	KH	VDTTECH-KH VDTTECH limited
137068	PG	DIGIVOIP-AS-AP DIGIVOIP COMMUNICATIONS LTD
137069	DE	BENJAMINWELP-AS-AP Benjamin Welp
137070	AU	NTTPL-AS-AP Nationwide Towing & Transport Pty Ltd
137071	AU	GOMARKETSPTYLTD-AS-AP GO Markets Pty Ltd
137072	CN	AWAKING-CN Awaking Global
137073	AU	TTOTSGS-AS-AP THE TRUSTEES OF THE SYDNEY GRAMMAR SCHOOL
137074	PH	RISE-AS-AP Responsible Internet Sustainability Effort
137075	HK	SHATIN-AS-AP SHATIN TELECOM(HONGKONG)LIMITED
137076	IN	TTSL-AS-BB TTSL-ISP DIVISION
137077	BD	VUMOBILELIMITED-AS-AP VU Mobile Limited
137078	AU	STORM-AS-AP Storm Network Pty Ltd
137079	AU	MISP-AS-AP Melbourne Internet Service Provider
137080	NP	FCPL-AS-AP Firstlink Communications Pvt. Ltd.
137081	KH	CAMBOHOST-AS-AP Cambo.Host Ltd Phnom Penh
137082	IN	AUGUR-AS-IN Augur Technologies
137083	IN	MNKINFOW-AS-IN Mnk Infoway Private Limited
137084	IN	SENSE-AS-IN Sense Connect It Pvt Ltd
137085	IN	ANI89-AS-IN Ani Broadband Service Pvt Ltd
137086	IN	THINKNET-AS-IN Creativeeye Communication Private Limited
137087	IN	SBNETWORKS-AS-IN Sb Networks
137088	IN	SBSPL-AS-IN Shiva Broadband Services Pvt Ltd
137089	IN	OBSA-AS-IN Oceanic Broadband Solution
137090	IN	IFIPL-AS-IN Inet Fiber India Private Limited
137091	IN	JUPO-AS-IN Jupo Webtech Pvt Ltd
137092	IN	BLUEAGLE-AS-IN Blue Eagle Infotech
137093	IN	ARJUN-AS-IN Arjun Infotech
137094	IN	GCPLN-AS Genisys Communication Private Limited
137095	IN	DLISPL-AS Dm Lot Infotech Solutions Private Limited
137096	IN	RVRFIBER-AS Rvr Fibernet Pvt Ltd
137097	IN	REACHTEL-AS Rohan Media Private Ltd
137098	IN	DNSPL-AS Delix Net Solution Pvt. Ltd
137099	IN	SMART24-AS-IN Dinhata Smartnet Internet Pvt Ltd
137100	IN	NBSP-AS Netmax Broadband Services
137101	IN	RENUNETWORKS-AS-IN RENU TECHNOLOGIES
137102	IN	HTPL-AS-IN Hustel Telecom Pvt. Ltd.
137103	IN	MODINET-AS-IN Modi Infonet Digital Network Private Limited
137104	IN	IPPB-AS-IN India Post Payments Bank Limited
137105	IN	SGSPL-AS-IN Shreenet Global Services Pvt Ltd
137106	IN	OIPL-AS-IN Orsang Infotech Private Limited
137107	IN	JTMINTER-AS-IN Jtm Internet Private Limited
137108	IN	BKID-AS Bank Of India
137109	IN	GRACETEL-AS-IN Grace Teleinfra Pvt Ltd
137110	IN	ASKNETIN-AS-IN Asknet Internet Service
137111	IN	EYGDSSOC-AS-IN Ernst And Young Llp
137112	IN	SHREYASI-AS-IN Shreyashi Infotech Pvt Ltd
137113	IN	SIMPLEX-AS-IN Simplex Broadband Pvt.ltd.
137114	IN	KWIKZOT-AS Kwikzo Telecomm Pvt Ltd
137115	IN	IFTASNW1-AS-IN Indian Financial Technology And Allied Services
137116	IN	SHRIJUC-AS-IN Shriju Computer Center
137117	IN	AIRWAVES-AS-IN AIRWAVES INTERNET
137118	IN	SPARKLI-AS-IN Sparklink Net Pvt Ltd
137119	IN	SAARTHISOFTWARE-AS Saarthi Software Technologies Pvt. Ltd.
137120	IN	TWINCITY-AS Twincity Communication Private Limited
137121	IN	OMNET-AS-IN Oment Broadband Services Private Limited
137122	IN	IDNPL-AS-IN Imperium Digital Network Pvt Ltd
137123	IN	MAXCON-AS-IN Maxcon Solution Pvt. Ltd.
137124	IN	CTRONIX-AS-IN Jai Mata Di Telectronix Private Limited
137125	IN	NETSAT-AS Netsat Communications Private Limited
137126	IN	SIPLM-AS Sandhu Infotech Pvt. Ltd
137127	IN	NAVKARS-AS Navkar Supertech Pvt Ltd
137128	IN	BITSBYTE-AS-IN Bitsandbytes Isp Pvt Ltd
137129	IN	ANGROW-AS Angrow Netcomm Pvt. Ltd
137130	IN	ITDPNB-AS Punjab National Bank
137131	IN	DNET-AS-IN Dnet E Solutions Pvt Ltd
137132	IN	MYHSB-AS High Speed Broadband
137133	IN	BBNLFNET-AS Billa Broadband Network Pvt Ltd
137134	IN	TRIPLE-AS Triple Play Broadband Services India Pvt Ltd
137135	IN	AIRWAYG-AS Pc Care Airway Infratel Private Limited
137136	IN	IASRIDC-AS Indian Agricultural Statistics Research Institute
137137	IN	AS-FLYNET Flynet Broadband Pvt Ltd
137138	IN	SAINTERN-AS S A Internet Solution Pvt Ltd
137139	IN	CYBERNET-AS-IN Cybernet Introtech Private Limited
137140	IN	KDNET-AS Kamakshi Digital Networks Pvt. Ltd
137141	IN	FIVEINT-AS Five Internet Solutions Pvt. Ltd.
137142	IN	RAJUCABL-AS Rk Broadband Hifi Services Pvt Ltd
137143	IN	MINNALNW-AS Minnal Digital Network Private Limited
137144	IN	PASSLIR-AS Passit Media And Communication Pvt. Ltd.
137145	IN	YUVICOMMUNICATIONS-AS Yuvi Communications Pvt. Ltd.
137146	IN	ACSPLINT-AS Achiever Communication And Services Pvt. Ltd.
137147	IN	NEXTGEN-AS Nextgen Compusoft Pvt. Ltd.
137148	IN	TMC-IRINN-2014-AS Thane Municipal Corporation
137149	IN	NJINDIA-AS Nj Indiainvest Pvt. Ltd
137150	IN	WINGSNET-AS Wingsnet Internet Pvt. Ltd.
137151	IN	GNPLISP-AS Greenworld Netcast Private Limited
137152	IN	APNETCOM-AS Ap Netcom Services
137153	IN	OFPL-AS Optisky Fibernet Private Limited
